ASV_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Confidence
015259caf5128811e10c355af205341f	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 uncultured	 uncultured_bacterium	0.7982708419589138
0164742d313437aa2650e7193b683326	Archaea	 Nanoarchaeota	 Nanoarchaeia	 Woesearchaeales	 SCGC_AAA011-D5	 SCGC_AAA011-D5	 uncultured_euryarchaeote	0.9598980984554516
01658bdd8672b5af38a0a67a7edc13f2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylomonadaceae	 Methyloglobulus	 uncultured_bacterium	0.9999098958404548
01770ea2fb7f041c787e5a481888c27e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 NS10_marine_group	 uncultured_Bacteroidetes	0.9940878647685804
017fb3761bef697ecfcd63ba960852c3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae	 Simplicispira		0.8178745630452248
0180392035a98ecc99efc2bc4839136c	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_Flavobacterium	0.9999935766095079
0184b0e8cdfb040dfd7e1d74c2cdc76e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_Flavobacterium	0.9886413413654352
01874a5f6a88aa5196a4c6d1db4d910d	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 unidentified_archaeon	0.70884952
018caec03feeb308da2a36c6bbc544ce	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 Bacteriovorax	 uncultured_bacterium	0.8675578569712973
019d2a99c019ed1e10e517b4b9c4d742	Bacteria	 Latescibacterota	 Latescibacteria	 Latescibacterales	 Latescibacteraceae	 Latescibacteraceae		0.9999999867088178
01ad3898916f14e4ddb353344297b3b6	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Sedimentibacteraceae	 Sedimentibacter	 Sedimentibacter_hongkongensis	0.7206506245212339
01b6055d816dfa26f1049780d85de084	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 NS11-12_marine_group	 NS11-12_marine_group		0.9999999675785165
01c5302e28ec1e4c4902de625058e8e3	Bacteria	 Acidobacteriota	 Acidobacteriae	 Solibacterales	 Solibacteraceae	 Candidatus_Solibacter		0.9999999838070422
01cc2516697cf1b59d3bdcdc881c233e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Saccharospirillaceae	 Oleispira		0.9999126838515977
01df297367af4df413acf2fda403752e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas		0.9999999584713961
01e3a10453a0f7cc6f327b8091090c58	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 uncultured_Cryptomonadaceae	0.8389758882707674
01e4cc7e6389df1181063f1a81059f89	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Asticcacaulis		0.999999999
01e7d881e82df77e2f818d65847db2f2	Bacteria	 Acidobacteriota	 Subgroup_22	 Subgroup_22	 Subgroup_22	 Subgroup_22	 uncultured_bacterium	0.9945961166204241
01eb892495890df5ed35ff5ece71bfce	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Leptotrichia	 metagenome	0.9999950384207942
01ec37b8e25fd407b779e89794dfd86e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia		0.8908439656637032
01f8c9d4340f8edd4717b8d00260427c	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 uncultured_Mamiellophyceae	0.9958193965483283
020446c8e46fe4351944e92c06ec5144	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast		0.9999999999956151
0215d2ac13ac0d588254729d62606cc0	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Lentisphaerales	 Lentisphaeraceae	 Lentisphaera		0.9999999999999688
021829170463632e041095dab11c0e95	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_onderdonkii	0.726132639
02291e0960e5e00059ae4d9241ef53c5	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast		0.9999999999999999
022b27aca18cef8ffd4dd881cbba811d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium	0.99290271
023afc3a991fd3d034caa37683e1b7c0	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 NS11-12_marine_group	 NS11-12_marine_group	 uncultured_bacterium	0.9971830530159095
0241a708cce6cb76a7a597c4cc67eff9	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 Vicingus		0.9952420109053451
02439f95c3ee7aa28e95a617f1d7baf4	Bacteria	 Desulfobacterota	 Desulfobulbia	 Desulfobulbales	 Desulfobulbaceae	 uncultured	 uncultured_Desulfobulbaceae	0.9817615563548642
02541fa082aa960dbf17e925a5bb585d	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_bacterium	0.8906186660878044
0257df5ce232ff8a46974cb959347ab4	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas		0.999999384
02598367c3084826db395f6a326aa50f	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast		0.9999999999999779
025be4b827c76546d3cdd4e69addbdc6	Bacteria							0.9816900007002403
02610b463d2d54eb64b547df28356755	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast		0.9999999993875683
0270875adf7ab69858fd8dc0182d25a9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 uncultured	 uncultured	 uncultured_Rhodospirillaceae	0.9548393199453954
027d51e2ec04b5b34f84b81c66d15843	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	 Shewanella_aestuarii	0.9414688085117345
0284919ee18c3d60a121abca1af35f72	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseicyclus	 Roseobacter_sp.	0.841378122
0294f941b3b29cb483087d59457e5d89	Bacteria	 Desulfobacterota	 Desulfobulbia	 Desulfobulbales	 Desulfobulbaceae	 uncultured	 uncultured_bacterium	0.9920346322586905
029ad2e1900c4019bd98d0e96b51a1a2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Hyphomonadaceae	 uncultured	 uncultured_Alphaproteobacteria	0.888547204
02a6b187b591d2ce2dbcbffc13bf1fa8	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_delta	0.8662162114873216
02b3a733841fc806f5bcdc9b3bdaed2f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella		0.9999998120833968
02c314f95ad067223b498b74861d0e26	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast		1.000000000000003
02e07ec0e9f6bee94efebb04b07ac670	Bacteria	 Planctomycetota	 Planctomycetes	 Pirellulales	 Pirellulaceae			0.9999999999967266
02ee85cf8bc7f2711e90f5d934431acd	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 Lewinella	 uncultured_marine	0.9986758834610486
030056fbfcc7a9cacf6f4807bfc230a4	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 uncultured	 uncultured_bacterium	0.9920097435827191
030c2e113f3bb482ef3962cb77d0b655	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 JTB215	 uncultured_Gram-positive	0.9999992675269436
032c95736cf7a2b3cfa80b2fc910c636	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium		0.99999989
033c17a22d815ffa8e336f439eed3c84	Archaea	 Nanoarchaeota	 Nanoarchaeia	 Woesearchaeales	 Woesearchaeales	 Woesearchaeales	 uncultured_euryarchaeote	0.7147394641411714
03442bdcc6c7f9f62974318a6473befd	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 Berkeleya_fennica	0.844972236
034a5df04376fda1e8de13f2c1bcf449	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Arenimonas	 uncultured_bacterium	0.7528437933219064
035edd998d7864250c983102de197a9d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Polynucleobacter		0.9999999963288329
035f08e2237e713fe1e4eea4501901e1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_bacterium	0.9673264047619998
03683cdd8690c7696fa2f76ec3ff4888	Archaea	 Nanoarchaeota	 Nanoarchaeia	 Woesearchaeales	 Woesearchaeales	 Woesearchaeales	 uncultured_bacterium	0.9956048632930626
03693b7461f23d9b570977127e641bf2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium	0.9563996244559403
036e5dad38c1e5474b32fbefb1787b44	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Curtobacterium		0.9976137467768479
037d51bfc8219646348004bc01f82f76	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Lentimicrobiaceae	 Lentimicrobium	 iron-reducing_bacterium	0.98650249
03950159fe40a71393ac6ccf58fa043b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinilabiliaceae	 Carboxylicivirga	 uncultured_bacterium	0.9305081016829467
039c68699ee94612d7145fad033c2d14	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella_histicola	0.8356834390163493
03bf91080aff79b5b5fb447cab7e92c1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Acidithiobacillales	 Acidithiobacillaceae	 KCM-B-112	 uncultured_soil	0.9998036476888212
03e7efc17d402cebb0dc9dd6c6ec33af	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Marinicella	 uncultured_proteobacterium	0.9626030462453123
03f9b4536cfa51fc6adddc65b22bbfc8	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 uncultured	 uncultured_Bacteroidetes	0.9852886814591243
0400b42fa666f95e705d76e044e445cf	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_marine	0.9998226160063277
04168250d682cf34717296630d429c47	Archaea	 Nanoarchaeota	 Nanoarchaeia	 Woesearchaeales	 Woesearchaeales	 Woesearchaeales	 uncultured_archaeon	0.8042081053189106
0424003722a1b11bef7ad08e8b2341c3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria		0.998617287
044c25f3683f568d8c4202ec3c57a495	Bacteria	 Campilobacterota	 Campylobacteria	 Campylobacterales	 Arcobacteraceae	 uncultured	 Arcobacter_sp.	0.998785076
0453e710abd1877685e542b5dc5db1a0	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Sediminibacterium		0.9994982141674371
0456270868f39306c5dc05be8fdabae7	Bacteria	 Bacteroidota	 Kapabacteria	 Kapabacteriales	 Kapabacteriales	 Kapabacteriales	 uncultured_bacterium	0.8144217530155129
045e2c0ccbabe7588753797352453e75	Bacteria	 Cyanobacteria	 Vampirivibrionia	 Vampirovibrionales	 Vampirovibrionales	 Vampirovibrionales	 uncultured_bacterium	0.9886559456050109
045fc124b9d1cbb8ab61ec1b49c3eb7d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Porticoccaceae	 SAR92_clade		0.9999999513365144
0474303ad3962c3705e794cc3d3c7191	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Flavicella	 uncultured_bacterium	0.7517370776370729
047bc5d9acd6864d3e7cbaf477d546ff	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_bacterium	0.7930997012441794
048263f6e9703bcc7b69efc6d1f8c4d6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 AB1	 AB1	 Sinorickettsia_chlamys	0.8934853574014188
04890a82029a8c8614eb392e03fd7290	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prolixibacteraceae	 Draconibacterium		0.999999492
0489a2ad4bfc8ee139793f90a8da0751	Bacteria	 Planctomycetota	 Planctomycetes	 Gemmatales	 Gemmataceae	 uncultured		0.728649929
048f180e4b219097a3a3b91e96d85e29	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast		0.9975344225604982
04a46a3095201e958e37218295fe1ed7	Bacteria							0.9914027206345362
04a5fbaf45fdd7252cd9e341080587b1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidetes_BD2-2	 Bacteroidetes_BD2-2	 uncultured_Bacteroidetes	0.8782162997089865
04a6360a2a3e9ff8dade36ef53d17730	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella		0.9999625653502919
04c01194efe08dcc5a93ea5d84c7a498	Bacteria	 Myxococcota	 Polyangia	 Polyangiales	 Sandaracinaceae	 uncultured	 uncultured_delta	0.8620244692724149
04c723da66b38ca0f571865dbf407f5d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella		0.9999998040363606
04daddc1398a3a2ddf03eef9de0c70dc	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Candidatus_Megaira		0.9999995685577971
04e22041f4a5c01f14a94b48c269ca4b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002		0.9998106806095372
04e8d685ade483602e962b45d627c393	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae	 RS62_marine_group		0.9852542541700706
04eb36b8ca8b96a4035d3ec9c00e68ca	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Tenderiales	 Tenderiaceae	 Candidatus_Tenderia	 uncultured_gamma	0.9722910585010875
04f5c18fd5bd6486b3afa7374a05da41	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae			0.9999999989470233
04fb3c3933acf8231d34012448631b09	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Paracaedibacterales	 Paracaedibacteraceae	 uncultured	 uncultured_bacterium	0.9999966741618093
0528c8d6cf081ba719cf96cb550150fb	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae	 Dechloromonas	 uncultured_bacterium	0.9208231463808132
052d9304c679ca73a78263aff903034a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Methylophilaceae			0.9999918859775743
053a38a4ce51cada6ad4a1511d070477	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade		0.9999999284167342
053b3553676bb4405b919f3c9d927384	Bacteria	 Campilobacterota	 Campylobacteria	 Campylobacterales	 Sulfurimonadaceae	 Sulfurimonas	 bacterium_enrichment	0.9803208920539005
05404c9fdf9f3f334eb618bac3f434f6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Odoribacter	 Odoribacter_splanchnicus	0.9950245760756671
055995e4312b068e600ae9a675bdde53	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Croceitalea	 uncultured_bacterium	0.9932985260230064
0561f362dc4d6407fd4a7eb8c70df00a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 P13-46	 P13-46	 uncultured_bacterium	0.839719418
057ccc7954608de9fe76144ad779d45f	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Anaerovorax	 uncultured_bacterium	0.9611012595078023
05923c0ff8e39d61e11fb9d39aef9da0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 Virgulinella_fragilis	0.8906832090011755
059a2975aa75b83a310093fce7383153	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae			0.9999999941834217
05a0e0a5936ae1b03c45203e04cff383	Bacteria							0.9945794312385081
05a7525442bbe388adee4cda91919f54	Bacteria	 Proteobacteria	 Alphaproteobacteria	 uncultured	 uncultured	 uncultured	 uncultured_marine	0.9999991906745869
05a7bda72dc6446f951f9ec6386c84fd	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 Oligoflexales	 Pseudobacteriovorax	 uncultured_delta	0.824572201
05bb5dedf3626df314750da859467344	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia		0.9986580765462278
05cbee071bb44147851099895fdc3eea	Bacteria	 Bacteroidota	 Ignavibacteria	 Ignavibacteriales	 PHOS-HE36	 PHOS-HE36	 uncultured_bacterium	0.9981534834115982
05ce9423190fc1a0fadea3c10d96c449	Bacteria							0.9992766363616881
05d7c8d4ebaca0bf84040ba73a60e2bf	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 Colwellia_beringensis	0.8101972907816715
05e5ff38dcfb12fdfcdec776e9ab59fd	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus	 uncultured_bacterium	0.9309066319857681
05ea877762f262fc69ce95f3bc3d4e05	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 FFCH9454	 FFCH9454	 uncultured_Bacteroidetes	0.9683498558429726
05f69feac38e23a3ed15e0b5038ae544	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 uncultured		0.7604617502699953
05fb95178ded28b9f9b16412455525d2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 uncultured	 uncultured	 uncultured	 uncultured_bacterium	0.7110712724335151
0605e7156ffe393d66b6cc699f5156c1	Bacteria	 Spirochaetota	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Spirochaeta_2	 Spirochaeta_perfilievii	0.9995182214127273
06105df60508c2ed24a54f1b8ed64e49	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	 Parabacteroides_merdae	0.9985251700473181
0615c443456c503212bb1462822336eb	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Acinetobacter		0.9999298977700676
06228dc976e4e4de686d38563c727804	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 NS11-12_marine_group	 NS11-12_marine_group	 uncultured_Flexibacteraceae	0.9989403807659554
0659140fbf4d944a0111bc4f95e54a7e	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 Phalacroma_mitra	0.9446225813139053
065f718c0519522661f2d3b088f3bdee	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS4_marine_group	 uncultured_Bacteroidetes	0.8915128149375509
0662f6c132cc3943003ab2dc94b58b16	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)		1
0663ade4d06e30955491ebeae3b9fe19	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 Crocinitomix	 uncultured_Bacteroidetes/Chlorobi	0.9999999995724806
06646d6c94148415939fe80cc9875c18	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidetes_BD2-2	 Bacteroidetes_BD2-2		0.9947589409912415
066e2fff43f0105f339b6cbde5553a2a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylomonadaceae	 Methylobacter		0.9950613521697341
067b62547afcca54f4d9da6e3e96957c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Rhodovastum	 uncultured_bacterium	0.875797332
069a6a0049be0ba7fb522db79ecbfc60	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 uncultured	 uncultured_marine	0.9120431114865164
06a02c8a852b27651ddef23c4174e201	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 LS-NOB		0.999998805
06a83287e0f70ff21258cccea073f8bb	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prolixibacteraceae	 BSV13		0.9999999766443808
06ad8aee2710d4b77d4121a90e32bfb7	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group		0.9999998601160577
06b3415c2065ae5bb8fdef5bb6150373	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 AEGEAN-169_marine_group	 AEGEAN-169_marine_group	 metagenome	0.8616876527988155
06b7e9bbcb8196241c0724a70aef2806	Bacteria	 Latescibacterota	 Latescibacteria	 Latescibacterales	 Latescibacteraceae	 Candidatus_Latescibacter	 uncultured_bacterium	0.9006282506565075
06bb107fa21124edaeb3f92d00abcebb	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002	 uncultured_rumen	0.8557780842513432
06bdf879d93fb0333bb7b293bcf46f13	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseobacter_clade_NAC11-7_lineage		0.9827644253875446
06c083f8df03382e4bd5e8ab50ea10ef	Bacteria	 Planctomycetota	 Planctomycetes	 Gemmatales	 Gemmataceae	 uncultured	 uncultured_Zavarzinella	0.9512176243316938
06d3ba6fc06b57b9fc7a97c451e3a70c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia		0.9999990709302701
06d800163731ef4bed5fd706e6d2eca6	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 Prasinoderma_coloniale	0.9999997706424871
06dde6ff89e0576275cdb31b39153638	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidetes_BD2-2	 Bacteroidetes_BD2-2	 uncultured_bacterium	0.9897131505978983
